,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
8014,141211.0,3.828742784415145,24.4,30.0,0.0,7.0,50.0,10.0,11.0,24.0,17.0,35.0,57.0,1008.5,1009.0,4.0,4.467539586252022,26.4,23.1,0.0,0.4,0
8015,141212.0,3.828742784415145,18.0,30.0,0.4,7.0,48.0,7.0,12.0,31.0,28.0,41.0,13.0,1013.7,1010.6,1.0,4.467539586252022,21.7,28.7,0.0,0.0,0
8016,141213.0,3.828742784415145,16.7,30.5,0.0,3.0,52.0,7.0,7.0,30.0,19.0,37.0,17.0,1013.6,1009.9,1.0,4.467539586252022,20.5,28.3,0.0,0.0,0
8017,141214.0,3.828742784415145,18.9,34.1,0.0,17.0,33.0,17.0,10.0,17.0,15.0,37.0,9.0,1010.7,1007.1,1.0,4.467539586252022,23.8,33.0,0.0,0.0,0
8018,141215.0,3.828742784415145,21.3,39.1,0.0,15.0,37.0,15.0,15.0,22.0,17.0,70.18873168052934,8.0,1007.8,1004.9,4.545563347442761,4.0,29.6,36.7,0.0,0.0,0
8019,141216.0,3.828742784415145,28.5,38.4,0.0,1.0,36.35717610519383,9.0,2.0,35.0,19.0,70.18873168052934,16.0,1018.1912260485319,1015.6396601376845,6.0,4.467539586252022,17.95236359984051,32.8,0.0,0.0,0
8020,141217.0,3.828742784415145,19.4,33.7,0.0,14.0,43.0,6.0,11.0,15.0,15.0,25.0,9.0,1006.3,1003.9,1.0,3.0,21.6,32.3,0.0,0.0,0
8021,141218.0,3.828742784415145,19.0,33.8,0.0,5.0,46.0,14.0,5.0,7.0,19.0,70.18873168052934,8.0,1007.7,1007.1,7.0,3.0,22.1,32.4,0.0,0.0,0
8022,141219.0,3.828742784415145,18.5,30.5,0.0,2.0,41.0,14.0,2.0,19.0,20.0,29.0,9.0,1014.3,1012.9,4.545563347442761,4.467539586252022,21.2,28.9,0.0,0.0,0
8023,141220.0,3.828742784415145,15.5,32.6,0.0,12.0,33.0,7.0,12.0,15.0,13.0,70.18873168052934,10.0,1016.3,1012.5,4.545563347442761,4.467539586252022,23.4,30.7,0.0,0.0,0
8024,141221.0,3.828742784415145,19.7,37.1,0.0,17.0,28.0,8.0,10.0,19.0,7.0,30.0,11.0,1013.4,1010.3,1.0,4.467539586252022,27.7,35.7,0.0,0.0,0
8025,141222.0,3.828742784415145,26.6,38.1,0.0,13.0,36.35717610519383,17.0,13.0,28.0,20.0,35.0,15.0,1010.4,1007.3,7.0,4.467539586252022,28.9,37.1,0.0,0.4,0
8026,141223.0,3.828742784415145,21.0,36.4,0.4,8.0,56.0,17.0,2.0,20.0,20.0,74.0,41.0,1009.7,1006.8,6.0,4.467539586252022,24.1,30.3,0.0,0.2,0
8027,141224.0,3.828742784415145,20.0,37.0,0.2,17.0,48.0,14.0,11.0,9.0,13.0,59.0,23.0,1010.7,1008.6,1.0,5.0,25.4,34.5,0.0,0.0,0
8028,141225.0,3.828742784415145,23.1,29.7,0.0,9.0,39.0,15.0,2.0,17.0,17.0,61.0,92.0,1008.8,1007.4,5.0,4.467539586252022,26.6,22.7,0.0,0.15118640757738505,0
8029,141226.0,3.828742784415145,16.2,27.8,0.1506418485237484,14.0,43.0,10.0,11.0,24.0,17.0,48.0,26.0,1013.2,1012.5,1.0,6.0,18.9,25.8,0.0,0.0,0
8030,141227.0,3.828742784415145,18.0,30.7,0.0,1.0,30.0,12.0,2.0,13.0,15.0,26.0,17.0,1015.8,1013.5,7.0,6.0,20.2,29.4,0.0,0.6,0
8031,141228.0,3.828742784415145,19.4,30.4,0.6,15.0,30.0,3.0,3.0,9.0,13.0,58.0,38.0,1014.9,1010.8,7.0,4.467539586252022,21.2,28.1,0.0,0.0,0
8032,141229.0,3.828742784415145,19.8,36.8,0.0,2.0,57.0,9.0,4.0,19.0,26.0,52.0,13.0,1008.8,1004.1,1.0,4.0,26.8,35.3,0.0,0.0,0
8033,141230.0,3.828742784415145,19.2,31.3,0.0,14.0,39.0,14.0,10.0,19.0,17.0,26.0,15.0,1012.0,1010.1,4.545563347442761,4.467539586252022,22.5,29.6,0.0,0.0,0
8034,141231.0,3.828742784415145,17.3,34.2,0.0,12.0,28.0,6.0,10.0,15.0,13.0,29.0,19.0,1013.3,1010.5,4.545563347442761,4.467539586252022,24.4,32.1,0.0,0.0,0
8035,150101.0,3.828742784415145,19.8,38.4,0.0,17.0,26.0,17.0,8.0,19.0,9.0,35.0,10.0,1011.3,1008.4,1.0,4.467539586252022,29.4,37.3,0.0,0.0,0
8036,150102.0,3.828742784415145,24.0,39.7,0.0,8.0,61.0,15.0,5.0,22.0,15.0,25.0,12.0,1012.3,1010.0,1.0,3.0,31.0,37.2,0.0,0.0,0
8037,150103.0,3.828742784415145,21.6,36.9,0.0,8.0,39.0,15.0,17.0,19.0,20.0,44.0,21.0,1016.0,1012.2,4.545563347442761,4.467539586252022,26.7,35.7,0.0,0.0,0
8038,150104.0,3.828742784415145,26.3,37.1,0.0,11.0,56.0,13.0,15.0,22.0,15.0,41.0,29.0,1013.5,1010.2,7.0,4.467539586252022,30.2,33.7,0.0,1.0,0
8039,150105.0,3.828742784415145,20.9,28.1,1.0,7.0,39.0,8.0,17.0,22.0,22.0,76.0,62.0,1014.2,1014.0,7.0,4.467539586252022,22.5,25.6,0.0,0.0,0
8040,150106.0,3.828742784415145,21.1,35.6,0.0,17.0,30.0,3.0,15.0,17.0,15.0,59.0,32.0,1016.3,1014.4,6.0,4.467539586252022,26.2,33.5,0.0,0.0,0
8041,150107.0,3.828742784415145,23.6,36.3,0.0,4.0,52.0,17.0,8.0,20.0,19.0,40.0,24.0,1015.5,1012.7,1.0,6.0,28.7,34.3,0.0,0.2,0
8042,150108.0,3.828742784415145,24.0,38.1,0.2,4.0,39.0,13.0,13.0,13.0,24.0,26.0,14.0,1012.1,1008.1,1.0,4.0,31.2,35.4,0.0,0.0,0
8043,150109.0,3.828742784415145,23.4,37.5,0.0,9.0,54.0,9.0,13.0,26.0,17.0,27.0,18.0,1007.1,1003.7,7.0,4.467539586252022,30.8,35.5,0.0,0.2,0
8044,150110.0,3.828742784415145,23.9,25.3,0.2,3.0,33.0,11.0,12.0,13.0,17.0,70.0,90.0,1007.1,1006.8,8.0,4.467539586252022,24.6,22.1,0.0,0.15118640757738505,0
8045,150111.0,3.828742784415145,20.4,25.2,0.1506418485237484,3.0,33.0,8.0,7.0,20.0,9.0,96.0,81.0,1008.7,1006.7,8.0,4.467539586252022,20.5,24.8,0.0,0.15118640757738505,0
8046,150112.0,3.828742784415145,20.4,24.7,0.1506418485237484,8.0,33.0,3.0,3.0,17.0,20.0,92.0,87.0,1008.7,1007.2,8.0,4.467539586252022,22.5,22.9,0.0,1.0,0
8047,150113.0,3.828742784415145,21.1,29.5,1.0,17.0,39.0,17.0,13.0,24.0,20.0,82.0,67.0,1018.1912260485319,1015.6396601376845,7.0,4.467539586252022,22.9,28.1,0.0,0.15118640757738505,0
8048,150114.0,3.828742784415145,19.3,22.4,0.1506418485237484,11.0,46.0,10.0,2.0,13.0,19.0,75.0,70.0,1018.1912260485319,1005.5,7.0,4.467539586252022,20.9,21.4,0.0,0.0,0
8049,150115.0,3.828742784415145,15.9,28.1,0.0,2.0,37.0,11.0,11.0,17.0,17.0,72.0,41.0,1008.4,1006.6,4.545563347442761,4.467539586252022,19.6,26.9,0.0,0.0,0
8050,150116.0,3.828742784415145,15.0,30.4,0.0,2.0,35.0,6.0,10.0,11.0,15.0,43.0,23.0,1011.0,1009.3,4.545563347442761,4.467539586252022,21.6,28.0,0.0,0.0,0
8051,150117.0,3.828742784415145,18.7,32.5,0.0,11.0,39.0,1.0,11.0,13.0,22.0,32.0,22.0,1010.8,1009.6,4.545563347442761,4.467539586252022,27.1,31.4,0.0,0.0,0
8052,150118.0,3.828742784415145,17.2,32.0,0.0,10.0,39.0,6.0,2.0,13.0,20.0,32.0,14.0,1012.8,1010.7,1.0,3.0,24.2,30.4,0.0,0.0,0
8053,150119.0,3.828742784415145,16.5,31.6,0.0,10.0,30.0,12.0,11.0,11.0,15.0,33.0,13.0,1010.6,1007.8,6.0,6.0,22.7,29.9,0.0,0.0,0
8054,150120.0,3.828742784415145,19.2,33.1,0.0,8.0,39.0,8.0,13.0,26.0,15.0,57.0,19.0,1006.1,1015.6396601376845,1.0,4.467539586252022,23.3,33.0,0.0,0.0,0
8055,150121.0,3.828742784415145,23.3,31.9,0.0,17.0,43.0,8.0,8.0,24.0,30.0,54.0,31.0,1018.1912260485319,1003.6,7.0,4.467539586252022,24.3,31.6,0.0,0.0,0
8056,150122.0,3.828742784415145,22.0,33.6,0.0,8.0,37.0,8.0,8.0,22.0,17.0,61.0,32.0,1009.5,1006.5,1.0,6.0,25.1,31.4,0.0,0.0,0
8057,150123.0,3.828742784415145,23.3,35.6,0.0,5.0,39.0,4.0,5.0,17.0,7.0,43.0,27.0,1007.3,1003.9,3.0,4.467539586252022,29.4,34.1,0.0,0.0,0
8058,150124.0,3.828742784415145,24.2,36.3,0.0,4.0,50.0,13.0,2.0,19.0,13.0,53.0,29.0,1005.8,1015.6396601376845,3.0,6.0,27.0,34.3,0.0,1.8,0
8059,150125.0,3.828742784415145,20.3,32.7,1.8,5.0,39.0,10.0,11.0,20.0,15.0,42.0,26.0,1006.3,1005.2,4.251556310130164,4.409265291349982,22.9,30.9,0.0,0.0,0
8060,150126.0,3.828742784415145,17.1,30.2,0.0,14.0,41.0,6.0,10.0,17.0,24.0,23.0,14.0,1010.7,1008.2,1.0,4.0,21.0,29.7,0.0,0.0,0
8061,150127.0,3.828742784415145,16.0,31.7,0.0,11.0,43.0,14.0,11.0,17.0,22.0,36.0,13.0,1008.5,1005.0,1.0,4.467539586252022,20.7,30.5,0.0,0.0,0
8062,150128.0,3.828742784415145,18.0,30.9,0.0,12.0,59.0,7.0,12.0,17.0,20.0,63.0,32.0,1008.6,1006.8,1.0,5.0,21.0,29.4,0.0,0.6,0
8063,150129.0,3.828742784415145,16.6,30.5,0.6,10.0,31.0,8.0,10.0,17.0,20.0,53.0,24.0,1012.0,1009.2,1.0,5.0,20.5,28.5,0.0,0.0,0
8064,150130.0,3.828742784415145,17.0,30.5,0.0,2.0,41.0,6.0,5.0,7.0,17.0,31.0,12.0,1009.7,1006.5,1.0,4.467539586252022,22.7,29.1,0.0,0.0,0
8065,150131.0,3.828742784415145,14.0,29.8,0.0,10.0,43.0,14.0,10.0,11.0,26.0,28.0,16.0,1009.4,1007.2,4.545563347442761,4.467539586252022,20.8,27.6,0.0,0.0,0
8066,150201.0,3.828742784415145,15.9,30.9,0.0,2.0,37.0,14.0,2.0,7.0,20.0,32.0,15.0,1008.7,1006.7,1.0,4.467539586252022,22.4,29.5,0.0,0.0,0
8067,150202.0,3.828742784415145,16.1,30.8,0.0,12.0,52.0,14.0,11.0,17.0,13.0,40.0,35.0,1010.7,1008.7,1.0,3.0,21.3,29.2,0.0,0.15118640757738505,0
8068,150203.0,3.828742784415145,18.8,31.3,0.1506418485237484,7.0,35.0,3.0,6.0,22.0,13.0,56.0,24.0,1016.8,1013.6,1.0,4.467539586252022,21.2,29.4,0.0,0.0,0
8069,150204.0,3.828742784415145,18.3,33.5,0.0,10.0,31.0,8.0,4.0,11.0,7.0,22.0,18.0,1012.9,1010.2,1.0,4.467539586252022,25.3,32.3,0.0,0.0,0
8070,150205.0,3.828742784415145,20.5,34.0,0.0,8.0,46.0,8.0,17.0,31.0,20.0,40.0,21.0,1016.4,1016.0,1.0,4.0,24.0,32.3,0.0,0.0,0
8071,150206.0,3.828742784415145,21.0,33.6,0.0,8.0,43.0,8.0,8.0,26.0,17.0,47.0,22.0,1022.6,1019.6,1.0,4.467539586252022,23.8,32.1,0.0,0.0,0
8072,150207.0,3.828742784415145,20.5,35.1,0.0,8.0,33.0,8.0,7.0,22.0,13.0,40.0,17.0,1021.3,1017.8,4.545563347442761,4.467539586252022,24.0,33.4,0.0,0.0,0
8073,150208.0,3.828742784415145,22.6,39.5,0.0,2.0,33.0,13.0,10.0,15.0,11.0,27.0,13.0,1018.9,1016.4,4.545563347442761,4.467539586252022,28.7,22.243770651800727,0.0,0.0,0
8074,150209.0,3.828742784415145,24.3,23.79831539866547,0.0,5.0,35.0,6.0,2.0,9.0,11.0,24.0,11.0,1017.1,1014.9,4.545563347442761,4.467539586252022,29.0,22.243770651800727,0.0,0.0,0
8075,150210.0,3.828742784415145,25.5,37.8,0.0,17.0,56.0,17.0,15.0,30.0,19.0,29.0,20.0,1017.3,1015.3,4.545563347442761,4.467539586252022,29.8,36.5,0.0,0.0,0
8076,150211.0,3.828742784415145,26.1,36.1,0.0,17.0,35.0,17.0,9.0,20.0,9.0,42.0,26.0,1018.6,1015.8,5.0,3.0,26.7,34.3,0.0,0.0,0
8077,150212.0,3.828742784415145,23.1,35.1,0.0,3.0,44.0,6.0,6.0,9.0,17.0,54.0,25.0,1018.8,1015.4,5.0,4.467539586252022,24.8,33.2,0.0,0.0,0
8078,150213.0,3.828742784415145,20.9,35.6,0.0,8.0,37.0,8.0,8.0,17.0,13.0,56.0,25.0,1018.7,1015.7,1.0,3.0,25.0,33.4,0.0,0.0,0
8079,150214.0,3.828742784415145,22.3,36.6,0.0,10.0,57.0,17.0,13.0,20.0,11.0,48.0,24.0,1019.1,1015.7,7.0,3.0,26.1,34.8,0.0,0.2,0
8080,150215.0,3.828742784415145,20.6,39.3,0.2,2.0,37.0,13.0,2.0,17.0,13.0,47.0,17.0,1014.6,1011.1,4.545563347442761,4.467539586252022,26.7,37.2,0.0,0.0,0
8081,150216.0,3.828742784415145,24.0,39.3,0.0,11.0,57.0,17.0,14.0,17.0,20.0,38.0,13.0,1012.5,1010.6,3.0,5.0,27.4,22.243770651800727,0.0,0.2,0
8082,150217.0,3.828742784415145,22.4,34.3,0.2,2.0,57.0,8.0,2.0,13.0,24.0,40.0,27.0,1013.1,1012.1,7.0,4.467539586252022,27.2,32.9,0.0,0.15118640757738505,0
8083,150218.0,3.828742784415145,20.7,31.5,0.1506418485237484,3.0,31.0,8.0,6.0,15.0,9.0,65.0,32.0,1014.8,1013.4,7.0,4.467539586252022,23.5,30.8,0.0,0.0,0
8084,150219.0,3.828742784415145,21.9,32.3,0.0,8.0,36.35717610519383,17.0,1.0,19.0,6.0,47.0,36.0,1015.5,1013.4,6.0,4.467539586252022,24.8,31.7,0.0,0.4,0
8085,150220.0,3.828742784415145,22.0,31.5,0.4,1.0,37.0,3.0,12.0,17.0,6.0,65.0,40.0,1013.4,1011.3,8.0,4.467539586252022,23.6,31.0,0.0,1.8,0
8086,150221.0,3.828742784415145,21.3,34.5,1.8,14.0,30.0,3.0,12.0,13.0,7.0,66.0,34.0,1011.8,1008.9,1.0,3.0,24.3,33.2,0.0,0.0,0
8087,150222.0,3.828742784415145,22.5,36.2,0.0,3.0,31.0,8.0,1.0,22.0,7.0,56.0,27.0,1012.0,1010.2,1.0,4.0,25.7,35.5,0.0,0.0,0
8088,150223.0,3.828742784415145,24.5,37.9,0.0,11.0,61.0,8.0,12.0,20.0,15.0,52.0,21.0,1012.0,1009.0,1.0,5.0,27.2,36.6,0.0,0.0,0
8089,150224.0,3.828742784415145,24.6,37.9,0.0,14.0,48.0,3.0,6.0,20.0,9.0,47.0,23.0,1011.2,1009.2,4.545563347442761,3.0,27.4,36.5,0.0,0.0,0
8090,150225.0,3.828742784415145,22.6,36.2,0.0,2.0,41.0,3.0,10.0,17.0,19.0,54.0,30.0,1010.9,1007.7,1.0,4.0,25.9,33.2,0.0,0.0,0
8091,150226.0,3.828742784415145,18.3,34.0,0.0,10.0,37.0,7.0,11.0,9.0,20.0,61.0,9.0,1007.5,1005.2,7.0,4.467539586252022,23.9,32.5,0.0,0.0,0
8092,150227.0,3.828742784415145,18.7,35.1,0.0,16.0,37.77275469946623,7.0,6.0,9.0,13.0,38.0,12.0,1008.3,1005.6,4.545563347442761,4.467539586252022,25.1,33.7,0.0,0.0,0
8093,150228.0,3.828742784415145,23.4,37.4,0.0,17.0,26.0,17.0,17.0,17.0,9.0,40.0,14.0,1006.7,1004.2,3.0,4.467539586252022,27.0,36.2,0.0,0.0,0
8094,150301.0,3.828742784415145,24.2,34.9,0.0,10.0,43.0,9.0,10.0,13.0,22.0,44.0,27.0,1006.4,1006.9,1.0,4.467539586252022,30.0,33.5,0.0,0.0,0
8095,150302.0,3.828742784415145,17.2,37.2,0.0,3.0,31.0,3.0,17.0,17.0,7.0,46.0,25.0,1011.9,1008.8,1.0,4.467539586252022,22.4,35.4,0.0,0.0,0
8096,150303.0,3.828742784415145,22.4,37.9,0.0,11.0,39.0,17.0,11.0,17.0,22.0,47.0,21.0,1011.8,1009.6,4.545563347442761,4.467539586252022,26.8,36.1,0.0,0.0,0
8097,150304.0,3.828742784415145,21.0,35.1,0.0,14.0,50.0,6.0,11.0,11.0,15.0,70.18873168052934,17.0,1013.6,1010.8,1.0,4.467539586252022,26.7,33.4,0.0,0.0,0
8098,150305.0,3.828742784415145,17.9,26.5,0.0,11.0,54.0,10.0,10.0,30.0,22.0,48.0,17.0,1014.5,1012.5,1.0,4.467539586252022,19.1,25.3,0.0,0.0,0
8099,150306.0,3.828742784415145,11.5,27.0,0.0,2.0,39.0,10.0,11.0,19.0,24.0,22.0,8.0,1013.6,1010.7,1.0,4.467539586252022,17.3,25.7,0.0,0.0,0
8100,150307.0,3.828742784415145,13.8,30.2,0.0,11.0,30.0,7.0,10.0,9.0,9.0,39.0,26.0,1011.7,1009.3,1.0,4.467539586252022,21.4,28.2,0.0,0.0,0
8101,150308.0,3.828742784415145,18.5,33.2,0.0,14.0,50.0,12.0,14.0,13.0,15.0,41.0,18.0,1011.8,1009.3,1.0,4.467539586252022,22.6,30.7,0.0,0.0,0
8102,150309.0,3.828742784415145,18.2,34.5,0.0,11.0,33.0,10.0,10.0,9.0,13.0,29.0,14.0,1012.0,1010.0,4.545563347442761,5.0,23.2,32.9,0.0,0.0,0
8103,150310.0,3.828742784415145,20.2,36.0,0.0,6.0,31.0,12.0,10.0,13.0,9.0,26.0,12.0,1013.9,1010.8,2.0,4.467539586252022,24.3,35.3,0.0,0.0,0
8104,150311.0,3.828742784415145,21.9,35.2,0.0,2.0,35.0,17.0,12.0,20.0,9.0,56.0,32.0,1014.1,1011.2,4.545563347442761,5.0,24.9,32.9,0.0,0.0,0
8105,150312.0,3.828742784415145,19.1,34.4,0.0,11.0,41.0,5.0,10.0,6.0,9.0,56.0,21.0,1014.7,1012.3,1.0,4.467539586252022,24.8,32.3,0.0,0.0,0
8106,150313.0,3.828742784415145,16.8,30.7,0.0,11.0,39.0,6.0,11.0,13.0,15.0,31.0,15.0,1016.3,1013.5,1.0,4.467539586252022,19.9,29.1,0.0,0.0,0
8107,150314.0,3.828742784415145,17.6,32.3,0.0,8.0,31.0,17.0,12.0,22.0,9.0,55.0,39.0,1016.4,1012.2,4.545563347442761,4.467539586252022,20.7,30.3,0.0,0.0,0
8108,150315.0,3.828742784415145,16.6,31.9,0.0,2.0,43.0,10.0,11.0,6.0,24.0,22.0,18.0,1010.5,1008.9,1.0,4.467539586252022,21.7,30.6,0.0,0.0,0
8109,150316.0,3.828742784415145,17.3,31.9,0.0,17.0,39.0,3.0,3.0,22.0,13.0,51.0,21.0,1013.3,1010.0,1.0,4.467539586252022,19.9,31.1,0.0,0.0,0
8110,150317.0,3.828742784415145,19.9,29.1,0.0,15.0,37.0,3.0,13.0,11.0,15.0,34.0,40.0,1010.9,1007.6,7.0,4.467539586252022,23.1,27.2,0.0,0.0,0
8111,150318.0,3.828742784415145,21.4,33.9,0.0,5.0,46.0,10.0,5.0,13.0,28.0,33.0,22.0,1005.9,1005.2,1.0,4.467539586252022,26.3,32.7,0.0,0.0,0
8112,150319.0,3.828742784415145,19.0,37.9,0.0,4.0,33.0,8.0,4.0,17.0,9.0,40.0,15.0,1011.4,1009.1,4.545563347442761,4.467539586252022,24.2,35.6,0.0,0.0,0
8113,150320.0,3.828742784415145,23.3,30.7,0.0,11.0,46.0,10.0,11.0,26.0,24.0,38.0,21.0,1014.1,1014.0,2.0,4.467539586252022,23.5,30.6,0.0,0.0,0
8114,150321.0,3.828742784415145,14.1,31.8,0.0,3.0,46.0,14.0,3.0,15.0,13.0,35.0,28.0,1018.5,1016.0,1.0,4.467539586252022,17.0,29.3,0.0,0.0,0
8115,150322.0,3.828742784415145,16.9,32.9,0.0,3.0,39.0,3.0,7.0,20.0,11.0,56.0,33.0,1017.6,1013.8,1.0,4.467539586252022,21.4,31.6,0.0,0.0,0
8116,150323.0,3.828742784415145,21.3,35.5,0.0,15.0,35.0,17.0,1.0,24.0,9.0,51.0,22.0,1014.0,1010.0,2.0,3.0,24.1,33.5,0.0,0.0,0
8117,150324.0,3.828742784415145,20.8,28.2,0.0,11.0,43.0,14.0,11.0,20.0,26.0,39.0,27.0,1012.3,1011.8,5.0,4.467539586252022,21.6,26.9,0.0,0.0,0
8118,150325.0,3.828742784415145,10.0,24.2,0.0,1.0,41.0,6.0,11.0,9.0,13.0,43.0,20.0,1017.8,1015.7,1.0,4.467539586252022,14.2,22.2,0.0,0.0,0
8119,150326.0,3.828742784415145,10.5,23.4,0.0,11.0,43.0,10.0,11.0,7.0,20.0,33.0,25.0,1020.8,1020.4,1.0,4.467539586252022,15.5,22.9,0.0,0.0,0
8120,150327.0,3.828742784415145,8.8,23.4,0.0,14.0,33.0,14.0,11.0,11.0,20.0,40.0,24.0,1024.9,1021.5,4.545563347442761,4.467539586252022,13.0,21.6,0.0,0.0,0
8121,150328.0,3.828742784415145,10.9,26.4,0.0,12.0,30.0,7.0,14.0,13.0,11.0,40.0,21.0,1023.7,1020.3,1.0,5.0,16.5,24.7,0.0,0.0,0
8122,150329.0,3.828742784415145,12.8,29.2,0.0,14.0,24.0,3.0,3.0,13.0,9.0,24.0,14.0,1021.7,1020.0,7.0,4.467539586252022,19.7,28.7,0.0,0.0,0
8123,150330.0,3.828742784415145,15.2,30.9,0.0,2.0,30.0,14.0,5.0,9.0,11.0,41.0,17.0,1022.5,1019.2,6.0,3.0,18.4,28.8,0.0,0.0,0
8124,150331.0,3.828742784415145,16.1,29.8,0.0,12.0,31.0,3.0,5.0,11.0,2.0,35.0,16.0,1022.3,1019.3,4.545563347442761,4.467539586252022,21.0,29.2,0.0,0.0,0
8125,150401.0,3.828742784415145,17.0,30.9,0.0,8.0,30.0,8.0,13.0,19.0,11.0,57.0,26.0,1020.7,1016.9,1.0,6.0,20.7,29.6,0.0,0.0,0
8126,150402.0,3.828742784415145,20.6,30.2,0.0,13.0,33.0,15.0,7.0,20.0,17.0,48.0,41.0,1018.1,1016.3,6.0,4.467539586252022,23.0,27.0,0.0,0.8,0
8127,150403.0,3.828742784415145,18.8,26.5,0.8,3.0,41.0,7.0,14.0,13.0,11.0,49.0,34.0,1018.6,1017.3,7.0,4.467539586252022,19.2,24.6,0.0,0.0,0
8128,150404.0,3.828742784415145,17.4,27.4,0.0,6.0,33.0,7.0,6.0,11.0,7.0,79.0,45.0,1016.7,1012.6,3.0,4.467539586252022,19.4,25.6,0.0,1.4,0
8129,150405.0,3.828742784415145,13.8,27.5,1.4,5.0,35.0,8.0,14.0,4.0,9.0,75.0,31.0,1012.3,1007.9,1.0,4.467539586252022,19.7,26.1,0.0,0.15118640757738505,0
8130,150406.0,3.828742784415145,15.5,26.7,0.1506418485237484,1.0,39.0,13.0,1.0,4.0,24.0,93.0,37.0,1007.3,1015.6396601376845,7.0,6.0,16.5,25.7,0.0,0.0,0
8131,150407.0,3.828742784415145,10.2,16.7,0.0,5.0,44.0,5.0,5.0,22.0,22.0,66.0,39.0,1012.7,1013.5,6.0,4.467539586252022,11.5,15.6,0.0,0.2,0
8132,150408.0,3.828742784415145,10.3,21.0,0.2,11.0,43.0,2.0,10.0,20.0,20.0,60.0,23.0,1021.7,1020.0,1.0,4.467539586252022,12.6,20.3,0.0,0.0,0
8133,150409.0,3.828742784415145,8.5,23.8,0.0,11.0,39.0,10.0,11.0,9.0,17.0,57.0,23.0,1023.5,1019.0,4.545563347442761,4.467539586252022,14.8,22.5,0.0,0.0,0
8134,150410.0,3.828742784415145,10.5,24.4,0.0,7.0,24.0,3.0,10.0,13.0,7.0,53.0,23.0,1022.1,1019.3,6.0,4.467539586252022,16.3,23.4,0.0,0.0,0
8135,150411.0,3.828742784415145,12.9,26.9,0.0,3.0,24.0,8.0,4.0,17.0,9.0,52.0,24.0,1020.6,1016.8,1.0,4.467539586252022,18.8,26.2,0.0,0.0,0
8136,150412.0,3.828742784415145,13.7,26.5,0.0,3.0,20.0,17.0,10.0,9.0,9.0,43.0,19.0,1019.2,1016.1,7.0,4.467539586252022,19.7,26.0,0.0,0.0,0
8137,150413.0,3.828742784415145,14.0,27.8,0.0,8.0,24.0,3.0,8.0,13.0,7.0,43.0,22.0,1020.4,1016.7,7.0,6.0,20.7,27.5,0.0,0.0,0
8138,150414.0,3.828742784415145,19.1,31.9,0.0,8.0,30.0,8.0,13.0,20.0,11.0,38.0,20.0,1019.2,1016.4,1.0,4.467539586252022,22.0,30.4,0.0,0.0,0
8139,150415.0,3.828742784415145,20.5,29.6,0.0,15.0,30.0,15.0,2.0,17.0,11.0,37.0,28.0,1020.9,1020.1,7.0,4.467539586252022,25.5,28.9,0.0,0.0,0
8140,150416.0,3.828742784415145,17.4,33.8,0.0,11.0,41.0,15.0,1.0,9.0,9.0,48.0,24.0,1023.4,1019.1,3.0,4.467539586252022,24.5,32.9,0.0,0.6,0
8141,150417.0,3.828742784415145,19.7,32.6,0.6,7.0,43.0,3.0,15.0,20.0,28.0,51.0,17.0,1021.5,1015.0,8.0,4.409265291349982,20.9,31.8,0.0,0.0,0
8142,150418.0,3.828742784415145,20.6,22.2,0.0,15.0,44.0,14.0,9.0,17.0,11.0,66.0,90.0,1016.4,1015.6,8.0,4.467539586252022,22.0,18.0,0.0,0.15118640757738505,0
8143,150419.0,3.828742784415145,12.0,17.4,0.1506418485237484,11.0,43.0,10.0,14.0,15.0,24.0,85.0,32.0,1022.9,1023.3,8.0,4.467539586252022,14.3,17.1,0.0,0.0,0
8144,150420.0,3.828742784415145,5.2,13.4,0.0,14.0,56.0,10.0,14.0,20.0,26.0,63.0,55.0,1027.6,1024.5,2.0,4.467539586252022,9.8,11.8,0.0,0.15118640757738505,0
8145,150421.0,3.828742784415145,8.8,18.4,0.1506418485237484,6.0,37.0,14.0,6.0,17.0,20.0,67.0,40.0,1024.7,1022.0,6.0,4.467539586252022,11.3,17.8,0.0,0.0,0
8146,150422.0,3.828742784415145,8.2,21.8,0.0,11.0,37.0,11.0,14.0,17.0,17.0,54.0,31.0,1020.4,1015.8,6.0,4.467539586252022,14.0,21.7,0.0,0.0,0
8147,150423.0,3.828742784415145,10.1,23.6,0.0,10.0,26.0,2.0,2.0,9.0,15.0,57.0,37.0,1015.1,1010.9,1.0,4.467539586252022,15.7,22.4,0.0,0.0,0
8148,150424.0,3.828742784415145,12.7,23.6,0.0,2.0,35.0,5.0,1.0,13.0,22.0,64.0,35.0,1010.5,1007.5,5.0,4.467539586252022,17.6,22.4,0.0,0.0,0
8149,150425.0,3.828742784415145,11.2,19.6,0.0,2.0,59.0,1.0,4.0,13.0,24.0,60.0,34.0,1009.2,1006.9,1.0,4.467539586252022,15.0,17.7,0.0,1.0,0
8150,150426.0,3.828742784415145,7.3,17.9,1.0,11.0,41.0,2.0,2.0,19.0,28.0,89.0,42.0,1017.9,1017.6,7.0,4.467539586252022,10.8,16.8,0.0,0.0,0
